"Order_ID","Customer_ID","Order_Date","Order_Status","Payment_Method"
2679,156,"2024-08-03",Completed,Debit Card
2680,59,"2024-09-12",Completed,Credit Card
2681,167,"2024-01-02",Completed,PayPal
2682,211,"2025-05-31",Completed,Cash
2683,208,"2024-11-01",Cancelled,Debit Card
2684,275,"2024-01-22",Completed,Cash
2685,137,"2025-05-17",Completed,PayPal
2686,103,"2025-05-10",Completed,Debit Card
2687,444,"2024-01-07",Completed,PayPal
2688,203,"2024-04-04",Completed,Debit Card
2689,128,"2024-07-29",Completed,Debit Card
2690,318,"2024-10-20",Completed,Credit Card
2691,272,"2025-02-24",Completed,PayPal
2692,289,"2024-09-02",Completed,Credit Card
2693,111,"2024-12-20",Completed,Credit Card
2694,362,"2024-01-06",Completed,Debit Card
2695,97,"2025-01-16",Completed,Credit Card
2696,419,"2025-06-14",Completed,Credit Card
2697,213,"2024-10-31",Completed,Credit Card
2698,205,"2024-09-20",Completed,Cash
2699,195,"2024-06-21",Cancelled,Debit Card
2700,212,"2025-07-06",Completed,Credit Card
2701,333,"2024-01-20",Completed,PayPal
2702,249,"2024-06-15",Completed,PayPal
2703,64,"2024-03-21",Completed,Credit Card
2704,284,"2025-05-16",Completed,Debit Card
2705,134,"2024-10-06",Completed,Credit Card
2706,55,"2025-06-18",Completed,Debit Card
2707,420,"2025-01-20",Completed,PayPal
2708,157,"2024-11-18",Completed,Credit Card
2709,298,"2024-10-26",Completed,Debit Card
2710,86,"2024-04-27",Completed,Credit Card
2711,170,"2024-11-21",Completed,Debit Card
2712,193,"2025-01-31",Completed,Credit Card
2713,67,"2025-07-12",Completed,PayPal
2714,487,"2024-11-13",Completed,Debit Card
2715,156,"2025-06-27",Cancelled,Credit Card
2716,292,"2025-06-30",Completed,PayPal
2717,283,"2024-10-29",Completed,Credit Card
2718,215,"2024-09-11",Completed,Debit Card
2719,293,"2024-03-23",Returned,Debit Card
2720,283,"2024-06-04",Completed,Credit Card
2721,41,"2025-05-23",Completed,Credit Card
2722,335,"2024-03-21",Completed,Credit Card
2723,58,"2024-08-17",Completed,PayPal
2724,218,"2025-02-08",Completed,PayPal
2725,183,"2024-05-19",Cancelled,Credit Card
2726,224,"2025-07-18",Completed,Credit Card
2727,36,"2025-01-11",Completed,Cash
2728,351,"2024-01-17",Completed,Credit Card
2729,210,"2024-05-23",Completed,Credit Card
2730,31,"2025-03-04",Completed,PayPal
2731,2,"2025-05-14",Completed,Credit Card
2732,271,"2025-06-20",Completed,Cash
2733,334,"2025-05-07",Completed,Credit Card
2734,274,"2024-02-13",Completed,PayPal
2735,361,"2025-02-26",Completed,Credit Card
2736,379,"2024-03-04",Completed,Credit Card
2737,436,"2024-02-14",Completed,Credit Card
2738,492,"2025-02-04",Completed,UPI
2739,443,"2024-10-03",Completed,Debit Card
2740,398,"2025-01-10",Completed,Credit Card
2741,216,"2025-05-08",Completed,Cash
2742,252,"2024-02-09",Completed,Credit Card
2743,309,"2024-11-01",Completed,Credit Card
2744,85,"2025-04-28",Completed,Credit Card
2745,339,"2024-09-11",Completed,PayPal
2746,295,"2024-10-30",Completed,Credit Card
2747,261,"2024-10-15",Completed,Credit Card
2748,418,"2025-06-09",Completed,Cash
2749,344,"2024-01-29",Cancelled,Debit Card
2750,467,"2025-05-23",Completed,Credit Card
2751,489,"2025-04-17",Completed,Debit Card
2752,413,"2025-04-15",Completed,Credit Card
2753,149,"2024-08-26",Completed,Debit Card
2754,95,"2024-10-25",Completed,Credit Card
2755,150,"2024-08-01",Completed,Debit Card
2756,357,"2024-05-25",Completed,PayPal
2757,433,"2025-05-21",Completed,Credit Card
2758,441,"2024-10-19",Completed,Credit Card
2759,342,"2025-02-22",Completed,Credit Card
2760,341,"2024-02-28",Completed,PayPal
2761,476,"2025-04-01",Completed,PayPal
2762,343,"2025-01-16",Completed,PayPal
2763,71,"2025-07-31",Completed,UPI
2764,251,"2024-03-18",Completed,PayPal
2765,180,"2024-11-08",Completed,UPI
2766,319,"2024-10-22",Completed,Debit Card
2767,318,"2024-11-07",Completed,Credit Card
2768,148,"2024-02-01",Completed,Debit Card
2769,150,"2024-09-30",Completed,Credit Card
2770,45,"2024-06-22",Completed,Credit Card
2771,147,"2024-12-23",Completed,Credit Card
2772,414,"2024-05-14",Completed,Credit Card
2773,328,"2024-09-08",Completed,PayPal
2774,472,"2024-12-24",Completed,Credit Card
2775,464,"2024-02-07",Completed,Credit Card
2776,429,"2025-03-31",Completed,Cash
2777,90,"2025-02-18",Completed,Debit Card
2778,167,"2024-02-03",Completed,Credit Card
2779,29,"2024-02-07",Completed,Credit Card
2780,47,"2025-05-07",Completed,Credit Card
2781,116,"2024-06-13",Cancelled,Cash
2782,141,"2025-05-13",Completed,Credit Card
2783,8,"2024-10-16",Completed,Cash
2784,422,"2024-07-17",Completed,Credit Card
2785,264,"2024-06-07",Completed,PayPal
2786,328,"2025-01-16",Completed,Credit Card
2787,327,"2024-03-04",Completed,Debit Card
2788,484,"2024-08-21",Cancelled,Credit Card
2789,74,"2024-07-19",Completed,Credit Card
2790,172,"2024-03-30",Completed,UPI
2791,155,"2024-07-23",Completed,PayPal
2792,276,"2024-11-02",Completed,Credit Card
2793,264,"2025-01-27",Completed,PayPal
2794,396,"2024-02-20",Cancelled,Credit Card
2795,281,"2025-05-20",Completed,Cash
2796,117,"2025-05-23",Completed,Debit Card
2797,283,"2025-02-04",Completed,Credit Card
2798,483,"2025-06-19",Completed,Credit Card
2799,290,"2024-09-04",Completed,Credit Card
2800,297,"2025-04-20",Completed,Cash
2801,88,"2025-02-25",Completed,Credit Card
2802,4,"2024-11-21",Completed,Credit Card
2803,105,"2024-04-13",Completed,PayPal
2804,13,"2024-11-18",Completed,Credit Card
2805,227,"2025-06-05",Completed,Credit Card
2806,442,"2025-07-24",Completed,PayPal
2807,224,"2024-09-16",Completed,Credit Card
2808,323,"2024-05-23",Completed,PayPal
2809,428,"2025-03-08",Completed,Debit Card
2810,382,"2024-02-13",Completed,Credit Card
2811,326,"2024-03-28",Completed,Debit Card
2812,393,"2024-11-21",Completed,Credit Card
2813,141,"2025-07-27",Completed,Debit Card
2814,211,"2024-07-09",Completed,Debit Card
2815,200,"2024-09-13",Completed,PayPal
2816,400,"2024-07-05",Completed,Debit Card
2817,205,"2024-09-12",Completed,PayPal
2818,469,"2024-01-05",Completed,Credit Card
2819,94,"2024-12-10",Completed,Cash
2820,87,"2024-12-11",Completed,Credit Card
2821,359,"2024-07-01",Completed,PayPal
2822,383,"2024-06-01",Completed,Debit Card
2823,340,"2025-03-16",Completed,Credit Card
2824,154,"2024-04-18",Completed,Credit Card
2825,5,"2024-01-28",Completed,Cash
2826,161,"2024-01-24",Completed,PayPal
2827,234,"2025-05-25",Completed,PayPal
2828,207,"2024-07-29",Completed,Credit Card
2829,462,"2024-02-28",Completed,Debit Card
2830,432,"2025-05-23",Completed,Credit Card
2831,388,"2024-03-27",Completed,Debit Card
2832,12,"2024-07-13",Completed,Credit Card
2833,64,"2024-01-12",Completed,PayPal
2834,217,"2025-01-28",Completed,PayPal
2835,311,"2025-02-08",Completed,Credit Card
2836,341,"2025-03-14",Completed,PayPal
2837,149,"2024-06-01",Completed,Credit Card
2838,56,"2024-07-08",Completed,Credit Card
2839,165,"2025-06-27",Completed,Credit Card
2840,397,"2025-04-20",Completed,Credit Card
2841,494,"2024-01-22",Completed,Credit Card
2842,471,"2025-02-04",Cancelled,PayPal
2843,297,"2025-04-15",Completed,PayPal
2844,46,"2024-11-19",Completed,Debit Card
2845,484,"2025-01-05",Completed,UPI
2846,77,"2024-01-01",Completed,Cash
2847,135,"2024-01-18",Cancelled,Credit Card
2848,488,"2024-01-21",Completed,Debit Card
2849,252,"2024-04-02",Completed,Cash
2850,99,"2025-07-27",Completed,Credit Card
2851,252,"2025-01-02",Completed,Credit Card
2852,40,"2025-03-28",Completed,Cash
2853,158,"2024-06-20",Completed,PayPal
2854,477,"2025-06-26",Completed,PayPal
2855,150,"2024-04-25",Completed,Cash
2856,447,"2025-06-06",Completed,Credit Card
2857,272,"2024-01-18",Completed,PayPal
2858,328,"2024-01-12",Completed,PayPal
2859,352,"2024-02-15",Completed,Credit Card
2860,276,"2025-04-03",Completed,Credit Card
2861,18,"2024-05-29",Returned,Credit Card
2862,460,"2024-09-18",Completed,PayPal
2863,238,"2024-09-29",Completed,PayPal
2864,328,"2025-04-02",Completed,Cash
2865,277,"2024-07-20",Completed,Credit Card
2866,330,"2024-01-04",Completed,Debit Card
2867,178,"2024-08-11",Completed,Credit Card
2868,422,"2024-06-15",Completed,Cash
2869,113,"2025-02-27",Completed,Debit Card
2870,327,"2025-03-11",Completed,PayPal
2871,289,"2024-02-23",Completed,Credit Card
2872,252,"2025-04-04",Completed,Credit Card
2873,11,"2024-02-10",Completed,Credit Card
2874,195,"2024-12-24",Completed,PayPal
2875,24,"2024-08-13",Completed,Credit Card
2876,252,"2024-06-23",Completed,PayPal
2877,344,"2024-10-06",Completed,Credit Card
2878,262,"2024-06-28",Completed,Debit Card
2879,379,"2025-04-04",Completed,Credit Card
2880,181,"2025-07-13",Completed,Credit Card
2881,154,"2025-04-17",Completed,Debit Card
2882,225,"2024-09-11",Completed,Credit Card
2883,115,"2024-10-18",Completed,Debit Card
2884,401,"2024-09-15",Completed,Debit Card
2885,405,"2025-04-04",Completed,Credit Card
2886,209,"2024-11-15",Completed,Debit Card
2887,397,"2024-09-28",Completed,PayPal
2888,13,"2024-08-25",Completed,Credit Card
2889,78,"2024-08-05",Completed,Credit Card
2890,142,"2024-11-15",Completed,Credit Card
2891,194,"2025-02-02",Completed,Credit Card
2892,116,"2024-09-07",Completed,Credit Card
2893,257,"2025-04-12",Completed,Debit Card
2894,397,"2025-04-23",Completed,Credit Card
2895,229,"2024-09-05",Completed,Cash
2896,225,"2025-06-10",Completed,PayPal
2897,30,"2024-04-10",Completed,Credit Card
2898,141,"2025-06-23",Completed,Debit Card
2899,404,"2024-06-19",Completed,Credit Card
2900,406,"2024-11-22",Completed,Credit Card
2901,53,"2024-06-13",Completed,UPI
2902,10,"2024-09-13",Completed,Debit Card
2903,416,"2024-07-15",Completed,Credit Card
2904,88,"2025-02-12",Completed,Cash
2905,288,"2024-02-17",Cancelled,Cash
2906,414,"2025-04-30",Completed,Debit Card
2907,394,"2025-06-07",Completed,PayPal
2908,276,"2024-11-21",Completed,PayPal
2909,189,"2024-11-12",Completed,PayPal
2910,387,"2025-02-09",Completed,Debit Card
2911,348,"2024-04-25",Completed,PayPal
2912,420,"2025-03-10",Cancelled,Debit Card
2913,257,"2024-05-06",Completed,Credit Card
2914,471,"2025-01-26",Completed,Credit Card
2915,385,"2024-06-25",Completed,Credit Card
2916,32,"2025-03-08",Completed,Credit Card
2917,147,"2025-04-03",Completed,Credit Card
2918,400,"2024-04-30",Completed,Debit Card
2919,59,"2024-12-23",Completed,Cash
2920,355,"2024-10-15",Completed,Credit Card
2921,171,"2024-06-19",Completed,Credit Card
2922,104,"2024-12-06",Completed,PayPal
2923,270,"2025-07-28",Completed,Debit Card
2924,466,"2024-01-02",Completed,PayPal
2925,449,"2025-07-08",Completed,Debit Card
2926,203,"2025-05-10",Completed,Debit Card
2927,2,"2024-11-02",Completed,Credit Card
2928,444,"2024-12-19",Completed,Credit Card
2929,449,"2024-08-01",Completed,Debit Card
2930,303,"2024-03-15",Completed,Credit Card
2931,315,"2024-11-26",Completed,Credit Card
2932,264,"2025-04-17",Completed,Credit Card
2933,7,"2024-05-13",Completed,PayPal
2934,80,"2025-02-19",Returned,Debit Card
2935,72,"2025-03-09",Completed,PayPal
2936,458,"2025-03-15",Completed,PayPal
2937,25,"2024-07-15",Completed,Credit Card
2938,279,"2024-08-14",Completed,Cash
2939,182,"2024-08-28",Completed,PayPal
2940,4,"2025-05-09",Returned,Credit Card
2941,460,"2025-06-05",Completed,Debit Card
2942,10,"2024-08-27",Completed,Credit Card
2943,428,"2025-07-15",Completed,Cash
2944,389,"2024-11-26",Completed,Credit Card
2945,397,"2024-08-10",Completed,Credit Card
2946,81,"2024-01-01",Completed,Cash
2947,441,"2024-12-19",Completed,Debit Card
2948,300,"2025-01-08",Completed,Credit Card
2949,201,"2025-07-14",Completed,Debit Card
2950,341,"2025-02-19",Completed,PayPal
2951,171,"2024-01-18",Completed,Credit Card
2952,140,"2024-11-24",Completed,Debit Card
2953,145,"2025-03-06",Cancelled,Debit Card
2954,285,"2024-10-14",Completed,Debit Card
2955,301,"2024-09-05",Completed,UPI
2956,121,"2025-04-13",Completed,Debit Card
2957,123,"2024-12-19",Completed,Debit Card
2958,474,"2025-01-29",Completed,PayPal
2959,258,"2024-09-25",Completed,Credit Card
2960,431,"2024-06-10",Completed,Credit Card
2961,166,"2024-10-27",Cancelled,UPI
2962,145,"2025-07-09",Completed,PayPal
2963,142,"2024-12-14",Completed,Credit Card
2964,265,"2025-02-13",Completed,Credit Card
2965,390,"2024-03-12",Completed,Credit Card
2966,251,"2025-07-26",Completed,Credit Card
2967,148,"2024-05-21",Completed,Credit Card
2968,481,"2025-07-16",Completed,Debit Card
2969,287,"2024-09-15",Completed,Credit Card
2970,198,"2025-06-16",Completed,Debit Card
2971,5,"2025-05-31",Completed,UPI
2972,282,"2025-03-13",Completed,UPI
2973,311,"2025-06-14",Completed,PayPal
2974,465,"2024-12-18",Completed,Debit Card
2975,116,"2025-05-06",Completed,Debit Card
2976,82,"2024-04-09",Completed,Debit Card
2977,500,"2024-02-10",Completed,Credit Card
2978,276,"2024-11-10",Returned,Cash
2979,14,"2025-04-13",Completed,PayPal
2980,53,"2025-03-19",Completed,Debit Card
2981,238,"2024-11-01",Completed,Credit Card
2982,309,"2024-10-28",Completed,Credit Card
2983,122,"2024-12-19",Completed,Cash
2984,183,"2025-05-17",Completed,Credit Card
2985,369,"2025-05-02",Completed,Credit Card
2986,484,"2024-03-04",Completed,Debit Card
2987,246,"2024-12-10",Completed,PayPal
2988,208,"2024-08-08",Completed,Credit Card
2989,181,"2025-04-07",Completed,Credit Card
2990,69,"2024-10-19",Completed,PayPal
2991,27,"2025-07-27",Completed,Cash
2992,417,"2024-09-07",Cancelled,Debit Card
2993,19,"2025-01-28",Completed,PayPal
2994,411,"2024-03-03",Completed,Credit Card
2995,124,"2025-06-23",Completed,PayPal
2996,348,"2024-03-29",Completed,Debit Card
2997,476,"2024-08-07",Completed,PayPal
2998,375,"2025-04-29",Completed,PayPal
2999,365,"2025-07-14",Completed,Credit Card
3000,133,"2024-10-07",Completed,Credit Card
3001,300,"2024-10-07",Completed,PayPal
3002,322,"2024-01-29",Completed,Credit Card
3003,213,"2025-07-20",Completed,PayPal
3004,20,"2024-01-10",Completed,Debit Card
3005,457,"2024-01-16",Completed,Credit Card
3006,99,"2024-10-01",Completed,PayPal
3007,487,"2024-01-03",Completed,Debit Card
3008,467,"2024-04-05",Completed,Cash
3009,10,"2024-12-29",Completed,Credit Card
3010,370,"2025-02-12",Completed,Credit Card
3011,318,"2024-06-21",Completed,Credit Card
3012,116,"2025-04-05",Completed,Credit Card
3013,407,"2024-12-17",Completed,PayPal
3014,56,"2024-05-12",Completed,Credit Card
3015,125,"2025-02-16",Completed,Credit Card
3016,475,"2024-12-08",Completed,UPI
3017,372,"2025-04-15",Completed,Credit Card
3018,57,"2024-03-30",Completed,Credit Card
3019,73,"2024-05-13",Completed,Cash
3020,129,"2024-06-24",Returned,PayPal
3021,36,"2024-07-16",Completed,Credit Card
3022,92,"2025-05-29",Completed,UPI
3023,286,"2025-02-28",Completed,Debit Card
3024,4,"2024-11-11",Completed,Credit Card
3025,144,"2024-11-08",Completed,Credit Card
3026,158,"2025-05-27",Completed,Cash
3027,486,"2024-09-15",Completed,Credit Card
3028,488,"2024-05-10",Completed,PayPal
3029,423,"2024-03-20",Completed,Credit Card
3030,171,"2024-07-10",Completed,Credit Card
3031,264,"2025-01-13",Completed,Cash
3032,253,"2024-09-29",Returned,UPI
3033,431,"2024-09-01",Completed,Credit Card
3034,373,"2024-10-04",Completed,Credit Card
3035,454,"2025-07-18",Completed,PayPal
3036,276,"2025-07-31",Completed,Debit Card
3037,460,"2024-04-03",Completed,Debit Card
3038,372,"2024-03-07",Completed,Credit Card
3039,370,"2024-05-21",Completed,Cash
3040,331,"2025-05-08",Completed,Credit Card
3041,168,"2024-09-23",Completed,Credit Card
3042,305,"2025-05-15",Completed,Credit Card
3043,179,"2025-01-09",Completed,Credit Card
3044,325,"2024-11-16",Completed,Debit Card
3045,128,"2024-06-11",Completed,Credit Card
3046,400,"2024-07-18",Completed,Debit Card
3047,286,"2024-03-26",Completed,Credit Card
3048,356,"2024-10-27",Completed,Credit Card
3049,111,"2024-06-11",Completed,Cash
3050,396,"2024-06-18",Completed,Debit Card
3051,402,"2024-01-23",Completed,Credit Card
3052,73,"2025-04-07",Completed,Credit Card
3053,176,"2025-06-27",Completed,Debit Card
3054,339,"2024-10-15",Completed,PayPal
3055,437,"2024-11-06",Completed,PayPal
3056,369,"2025-06-20",Completed,PayPal
3057,236,"2024-10-23",Completed,Credit Card
3058,150,"2024-12-26",Completed,UPI
3059,455,"2024-09-04",Completed,Credit Card
3060,438,"2024-10-24",Completed,Credit Card
3061,449,"2024-10-29",Completed,Debit Card
3062,153,"2025-02-15",Completed,Credit Card
3063,219,"2024-12-15",Completed,Debit Card
3064,122,"2024-10-18",Completed,Credit Card
3065,478,"2024-02-13",Completed,PayPal
3066,434,"2025-06-07",Returned,PayPal
3067,87,"2025-05-29",Completed,Debit Card
3068,124,"2024-04-16",Completed,Debit Card
3069,277,"2024-06-18",Completed,Credit Card
3070,208,"2025-07-17",Completed,PayPal
3071,230,"2024-07-04",Completed,Debit Card
3072,184,"2025-04-15",Completed,Debit Card
3073,337,"2025-03-30",Completed,Credit Card
3074,450,"2025-05-13",Completed,Credit Card
3075,459,"2024-01-10",Completed,Credit Card
3076,228,"2024-10-06",Completed,PayPal
3077,414,"2024-11-23",Completed,PayPal
3078,348,"2025-04-29",Completed,UPI
3079,99,"2024-05-09",Completed,Debit Card
3080,398,"2024-06-26",Completed,Debit Card
3081,176,"2024-04-14",Completed,PayPal
3082,314,"2025-03-17",Completed,Credit Card
3083,361,"2025-08-01",Returned,Debit Card
3084,472,"2024-03-22",Cancelled,PayPal
3085,475,"2024-05-14",Completed,Credit Card
3086,402,"2024-06-26",Completed,Credit Card
3087,253,"2025-05-29",Completed,Credit Card
3088,201,"2024-09-15",Cancelled,Debit Card
3089,221,"2024-06-12",Completed,Credit Card
3090,476,"2024-07-05",Completed,Credit Card
3091,103,"2024-12-12",Completed,Credit Card
3092,263,"2024-08-12",Completed,PayPal
3093,340,"2024-03-22",Completed,Cash
3094,12,"2025-04-19",Completed,Cash
3095,318,"2024-09-01",Completed,PayPal
3096,131,"2024-05-28",Completed,Credit Card
3097,141,"2025-02-25",Completed,Credit Card
3098,311,"2025-03-07",Completed,Debit Card
3099,5,"2024-03-30",Completed,Debit Card
3100,79,"2024-02-12",Completed,PayPal
3101,228,"2024-01-27",Completed,Credit Card
3102,293,"2025-03-19",Completed,Cash
3103,55,"2024-12-28",Completed,Credit Card
3104,181,"2025-04-03",Completed,Debit Card
3105,154,"2024-12-28",Completed,Cash
3106,268,"2024-08-20",Completed,Debit Card
3107,151,"2024-12-07",Completed,PayPal
3108,1,"2025-02-22",Completed,PayPal
3109,266,"2024-08-18",Completed,PayPal
3110,425,"2025-06-13",Completed,PayPal
3111,293,"2025-06-04",Completed,Credit Card
3112,181,"2025-04-08",Cancelled,Credit Card
3113,242,"2025-07-28",Completed,PayPal
3114,71,"2024-08-14",Completed,Debit Card
3115,119,"2024-03-07",Completed,Debit Card
3116,219,"2024-10-07",Completed,Debit Card
3117,297,"2025-03-07",Returned,Credit Card
3118,244,"2025-03-27",Returned,Debit Card
3119,482,"2024-08-12",Completed,UPI
3120,319,"2024-06-18",Cancelled,Credit Card
3121,12,"2024-09-14",Completed,Credit Card
3122,263,"2025-04-10",Returned,Credit Card
3123,292,"2024-02-05",Completed,Debit Card
3124,22,"2024-07-08",Completed,Credit Card
3125,193,"2024-05-13",Completed,PayPal
3126,436,"2025-04-11",Completed,Credit Card
3127,179,"2024-09-28",Completed,Credit Card
3128,229,"2024-02-20",Completed,Credit Card
3129,111,"2024-05-31",Completed,Credit Card
3130,39,"2024-01-26",Completed,PayPal
3131,160,"2024-10-02",Completed,Cash
3132,387,"2025-07-31",Completed,PayPal
3133,492,"2024-11-24",Completed,Cash
3134,331,"2025-05-18",Completed,Credit Card
3135,416,"2025-03-05",Completed,Cash
3136,325,"2025-05-26",Completed,Debit Card
3137,330,"2024-06-29",Completed,PayPal
3138,214,"2025-07-04",Completed,Debit Card
3139,31,"2024-05-18",Completed,Credit Card
3140,206,"2024-09-10",Completed,Credit Card
3141,433,"2025-01-29",Completed,Credit Card
3142,269,"2024-06-15",Completed,Debit Card
3143,381,"2024-06-02",Completed,Debit Card
3144,26,"2024-03-16",Completed,UPI
3145,101,"2024-01-03",Completed,Credit Card
3146,150,"2024-10-17",Completed,Debit Card
3147,180,"2025-07-25",Completed,Debit Card
3148,494,"2024-05-07",Completed,Credit Card
3149,231,"2024-09-11",Completed,Credit Card
3150,332,"2025-06-25",Completed,Debit Card
3151,323,"2025-03-23",Completed,Debit Card
3152,210,"2024-01-03",Completed,Credit Card
3153,484,"2024-10-16",Completed,Credit Card
3154,112,"2024-03-23",Completed,Credit Card
3155,18,"2024-05-23",Returned,PayPal
3156,373,"2024-05-22",Completed,PayPal
3157,327,"2024-12-20",Completed,Credit Card
3158,131,"2024-04-25",Completed,Debit Card
3159,434,"2024-05-25",Completed,Cash
3160,82,"2024-05-10",Completed,Credit Card
3161,126,"2024-07-25",Completed,Credit Card
3162,78,"2025-01-14",Completed,Credit Card
3163,94,"2024-08-19",Completed,Credit Card
3164,365,"2024-07-08",Completed,PayPal
3165,352,"2024-10-26",Completed,PayPal
3166,322,"2024-12-22",Completed,Debit Card
3167,431,"2024-01-09",Cancelled,Credit Card
3168,35,"2025-05-30",Completed,PayPal
3169,311,"2025-06-14",Completed,Credit Card
3170,58,"2024-12-14",Completed,Credit Card
3171,478,"2024-11-28",Completed,Credit Card
3172,317,"2025-02-06",Completed,Cash
3173,380,"2024-09-12",Completed,PayPal
3174,286,"2024-07-30",Completed,Debit Card
3175,192,"2024-07-23",Completed,PayPal
3176,343,"2024-04-02",Completed,Credit Card
3177,418,"2025-05-02",Completed,Credit Card
3178,90,"2024-07-04",Completed,PayPal
3179,436,"2024-06-13",Completed,Cash
3180,364,"2025-07-12",Completed,Debit Card
3181,43,"2024-10-20",Completed,Credit Card
3182,469,"2024-12-26",Completed,UPI
3183,91,"2024-05-22",Completed,Credit Card
3184,301,"2024-06-09",Completed,Credit Card
3185,65,"2025-02-25",Completed,Credit Card
3186,99,"2024-09-18",Completed,Credit Card
3187,322,"2024-03-26",Completed,Debit Card
3188,340,"2025-04-28",Completed,Debit Card
3189,344,"2024-08-21",Completed,Credit Card
3190,172,"2025-01-22",Completed,Credit Card
3191,411,"2024-07-16",Completed,Debit Card
3192,25,"2024-11-20",Completed,Debit Card
3193,428,"2025-03-25",Completed,Credit Card
3194,152,"2025-05-27",Completed,Credit Card
3195,311,"2024-04-30",Completed,Cash
3196,453,"2025-01-24",Completed,UPI
3197,128,"2025-06-13",Completed,Credit Card
3198,206,"2025-01-07",Completed,PayPal
3199,415,"2024-03-23",Completed,Cash
3200,433,"2024-04-19",Completed,Credit Card
3201,118,"2024-04-27",Completed,Cash
3202,255,"2024-03-02",Completed,Debit Card
3203,167,"2025-03-12",Completed,Debit Card
3204,259,"2025-07-12",Completed,Debit Card
3205,190,"2024-10-26",Completed,Credit Card
3206,3,"2024-12-12",Cancelled,PayPal
3207,463,"2025-03-23",Completed,PayPal
3208,319,"2024-08-28",Completed,Credit Card
3209,231,"2024-09-30",Completed,Debit Card
3210,54,"2024-12-07",Completed,UPI
3211,36,"2024-06-25",Completed,Cash
3212,240,"2024-02-05",Completed,Debit Card
3213,325,"2024-11-24",Completed,Credit Card
3214,131,"2025-04-21",Returned,Credit Card
3215,373,"2024-02-12",Completed,Credit Card
3216,197,"2024-05-05",Returned,PayPal
3217,6,"2024-06-01",Completed,PayPal
3218,269,"2025-04-10",Completed,Cash
3219,91,"2024-10-19",Completed,Credit Card
3220,8,"2024-11-05",Completed,UPI
3221,66,"2025-01-08",Completed,UPI
3222,143,"2024-06-09",Completed,PayPal
3223,258,"2025-02-17",Completed,Cash
3224,495,"2024-01-18",Completed,Debit Card
3225,110,"2024-03-06",Completed,Credit Card
3226,29,"2025-04-17",Completed,Credit Card
3227,96,"2025-01-16",Completed,Credit Card
3228,160,"2024-04-12",Completed,Credit Card
3229,103,"2024-09-11",Completed,PayPal
3230,161,"2024-01-30",Completed,Credit Card
3231,485,"2025-01-24",Completed,Credit Card
3232,190,"2025-03-13",Cancelled,Credit Card
3233,318,"2024-06-10",Completed,PayPal
3234,343,"2024-07-21",Completed,Cash
3235,66,"2024-05-17",Completed,Debit Card
3236,124,"2024-08-13",Completed,PayPal
3237,208,"2024-06-06",Completed,UPI
3238,231,"2024-05-23",Completed,PayPal
3239,7,"2024-09-06",Completed,PayPal
3240,323,"2025-05-12",Completed,Debit Card
3241,151,"2025-03-17",Completed,UPI
3242,162,"2024-06-21",Completed,Credit Card
3243,302,"2025-06-29",Completed,PayPal
3244,475,"2024-05-01",Completed,Debit Card
3245,433,"2025-06-11",Completed,Credit Card
3246,490,"2024-06-28",Completed,PayPal
3247,207,"2024-11-08",Completed,PayPal
3248,60,"2024-04-27",Completed,Cash
3249,108,"2025-03-17",Completed,Cash
3250,172,"2024-07-02",Returned,PayPal
3251,151,"2025-05-20",Completed,Debit Card
3252,104,"2024-02-18",Completed,Cash
3253,76,"2024-10-17",Cancelled,Credit Card
3254,94,"2024-04-01",Completed,Credit Card
3255,330,"2025-05-29",Completed,Debit Card
3256,246,"2024-08-29",Completed,Debit Card
3257,19,"2025-01-25",Cancelled,PayPal
3258,282,"2025-05-24",Completed,PayPal
3259,422,"2024-11-06",Completed,Credit Card
3260,213,"2024-02-03",Completed,PayPal
3261,160,"2024-05-07",Completed,Debit Card
3262,137,"2024-05-03",Completed,UPI
3263,190,"2025-06-13",Completed,Credit Card
3264,140,"2025-06-09",Completed,Debit Card
3265,463,"2024-10-03",Cancelled,PayPal
3266,497,"2025-05-30",Completed,Debit Card
3267,172,"2024-05-22",Completed,Credit Card
3268,462,"2025-01-28",Completed,Credit Card
3269,427,"2024-08-14",Completed,Credit Card
3270,38,"2024-05-19",Returned,Debit Card
3271,246,"2024-05-24",Completed,Debit Card
3272,329,"2024-08-31",Completed,Debit Card
3273,212,"2024-07-15",Completed,PayPal
3274,229,"2024-05-02",Completed,Credit Card
3275,248,"2024-07-12",Completed,Credit Card
3276,345,"2024-03-15",Completed,PayPal
3277,147,"2025-07-15",Completed,PayPal
3278,299,"2024-08-08",Completed,PayPal
3279,122,"2024-03-03",Completed,PayPal
3280,445,"2024-11-29",Completed,UPI
3281,43,"2025-05-26",Completed,Cash
3282,34,"2024-07-27",Completed,Debit Card
3283,19,"2025-05-04",Completed,Credit Card
3284,175,"2024-12-19",Completed,Credit Card
3285,304,"2025-03-04",Completed,Debit Card
3286,493,"2024-06-20",Completed,Debit Card
3287,228,"2024-01-22",Completed,Credit Card
3288,92,"2024-07-19",Completed,Credit Card
3289,185,"2025-06-19",Completed,Cash
3290,64,"2025-04-02",Completed,Credit Card
3291,236,"2025-03-30",Completed,PayPal
3292,365,"2025-05-23",Completed,Cash
3293,18,"2024-08-04",Completed,PayPal
3294,389,"2024-07-05",Completed,Credit Card
3295,115,"2025-06-19",Cancelled,PayPal
3296,337,"2024-11-26",Completed,PayPal
