"order_detail_id","order_id","product_id","quantity","discount"
4109,1364,45,4,6.42
4110,1365,39,2,14.80
4111,1365,6,5,6.59
4112,1365,62,2,4.61
4113,1365,53,5,11.61
4114,1365,2,2,7.94
4115,1366,18,3,8.74
4116,1367,41,4,3.00
4117,1367,5,4,6.47
4118,1368,37,2,0.55
4119,1369,37,5,19.74
4120,1369,77,4,11.15
4121,1369,7,3,9.81
4122,1369,10,3,28.08
4123,1369,28,4,1.56
4124,1370,63,3,12.90
4125,1370,75,2,12.17
4126,1371,57,5,5.16
4127,1371,14,5,6.66
4128,1371,9,5,30.97
4129,1372,29,5,34.61
4130,1372,59,5,5.83
4131,1372,22,2,11.92
4132,1373,65,3,34.72
4133,1373,10,3,6.21
4134,1374,76,5,3.99
4135,1374,48,5,12.38
4136,1375,30,3,6.03
4137,1375,34,1,3.58
4138,1375,2,4,3.87
4139,1375,51,2,1.10
4140,1376,72,5,2.48
4141,1376,52,5,2.37
4142,1376,79,3,3.95
4143,1377,21,3,0.79
4144,1377,42,2,11.59
4145,1377,22,1,4.55
4146,1377,61,3,1.76
4147,1378,32,5,1.74
4148,1378,75,2,11.04
4149,1378,49,2,8.79
4150,1378,71,2,8.59
4151,1378,45,4,3.06
4152,1379,13,4,6.26
4153,1379,52,5,36.57
4154,1379,56,3,12.30
4155,1379,43,4,11.24
4156,1379,11,2,11.92
4157,1380,15,5,39.19
4158,1380,13,1,0.13
4159,1380,21,4,2.15
4160,1380,47,2,12.59
4161,1381,17,3,5.96
4162,1381,51,2,0.35
4163,1381,1,5,37.91
4164,1381,29,5,0.20
4165,1381,14,2,6.23
4166,1382,57,5,13.44
4167,1382,51,1,10.05
4168,1382,21,3,0.84
4169,1382,32,1,5.54
4170,1382,45,3,13.28
4171,1383,16,5,8.65
4172,1384,67,5,19.32
4173,1384,73,2,0.22
4174,1384,7,2,6.22
4175,1384,27,4,2.93
4176,1385,28,4,10.59
4177,1385,9,1,8.23
4178,1385,69,1,2.22
4179,1386,58,1,5.74
4180,1387,42,5,3.36
4181,1387,64,4,4.26
4182,1387,35,4,32.04
4183,1387,62,1,7.53
4184,1387,53,4,12.98
4185,1388,41,2,7.40
4186,1388,61,2,3.28
4187,1388,38,1,8.49
4188,1388,42,1,9.20
4189,1388,63,3,11.99
4190,1389,20,2,11.62
4191,1389,59,1,7.36
4192,1389,57,1,13.71
4193,1389,68,4,6.98
4194,1390,49,1,25.38
4195,1390,5,3,11.77
4196,1390,60,1,3.78
4197,1390,54,5,27.33
4198,1391,31,1,19.29
4199,1391,55,3,2.74
4200,1391,47,1,13.64
4201,1392,11,1,10.58
4202,1392,8,5,0.46
4203,1392,12,3,9.85
4204,1392,35,4,4.99
4205,1392,22,2,2.38
4206,1393,76,1,1.13
4207,1393,56,1,11.79
4208,1393,58,2,8.55
4209,1394,35,4,11.77
4210,1394,15,4,8.19
4211,1394,7,5,14.56
4212,1394,41,5,14.33
4213,1394,63,3,7.51
4214,1395,62,2,1.94
4215,1395,10,3,1.42
4216,1395,47,4,2.11
4217,1395,68,1,14.01
4218,1395,70,3,11.48
4219,1396,27,5,14.86
4220,1397,52,5,3.36
4221,1397,65,5,39.33
4222,1397,1,3,26.03
4223,1397,74,4,10.38
4224,1398,61,3,3.01
4225,1398,34,4,0.02
4226,1398,24,4,3.04
4227,1398,59,5,10.00
4228,1398,70,5,9.94
4229,1399,43,3,37.33
4230,1399,68,3,14.00
4231,1399,1,1,10.22
4232,1399,64,1,26.79
4233,1400,78,4,9.55
4234,1400,4,3,1.73
4235,1400,19,2,33.55
4236,1401,15,3,1.72
4237,1402,21,2,8.37
4238,1402,57,1,24.48
4239,1403,52,4,4.43
4240,1403,42,5,13.86
4241,1404,54,3,6.72
4242,1404,29,3,15.84
4243,1405,30,4,22.59
4244,1405,73,3,1.38
4245,1405,48,4,3.30
4246,1405,51,2,5.13
4247,1406,4,3,14.33
4248,1407,62,3,5.01
4249,1407,30,2,21.18
4250,1407,18,2,10.92
4251,1407,45,3,31.68
4252,1407,11,5,7.66
4253,1408,12,4,21.97
4254,1408,15,5,14.38
4255,1409,26,4,6.87
4256,1409,17,4,4.79
4257,1409,1,3,6.44
4258,1409,40,2,13.96
4259,1409,30,3,13.60
4260,1410,1,1,13.29
4261,1410,28,2,0.66
4262,1411,50,4,4.31
4263,1411,6,1,24.59
4264,1411,3,5,13.04
4265,1412,20,5,0.53
4266,1412,31,2,36.32
4267,1413,52,5,32.16
4268,1414,21,5,9.41
4269,1414,73,4,9.36
4270,1414,70,2,9.70
4271,1414,6,2,10.27
4272,1414,71,3,15.06
4273,1415,79,5,4.37
4274,1415,35,2,3.96
4275,1416,53,3,7.99
4276,1416,60,1,27.88
4277,1416,15,3,3.40
4278,1416,18,3,3.27
4279,1417,27,1,9.79
4280,1417,71,1,7.64
4281,1417,66,4,2.43
4282,1418,60,3,4.97
4283,1419,17,2,28.96
4284,1419,66,3,36.57
4285,1420,5,3,0.95
4286,1420,55,1,3.13
4287,1421,69,1,10.95
4288,1421,4,2,30.52
4289,1422,73,5,9.96
4290,1422,14,3,0.90
4291,1422,75,5,8.02
4292,1423,28,1,6.38
4293,1423,74,5,11.99
4294,1424,58,1,37.98
4295,1424,14,2,13.93
4296,1424,5,5,2.34
4297,1425,4,3,0.12
4298,1425,38,2,13.33
4299,1426,4,2,7.55
4300,1426,58,1,11.65
4301,1427,57,3,16.34
4302,1427,73,1,6.08
4303,1427,15,4,4.80
4304,1428,5,4,19.11
4305,1428,65,3,1.99
4306,1428,77,3,3.78
4307,1429,59,2,0.38
4308,1429,45,4,13.24
4309,1429,80,4,5.53
4310,1429,29,2,6.81
4311,1430,35,2,14.88
4312,1430,36,4,10.24
4313,1430,24,3,1.16
4314,1430,38,4,8.48
4315,1430,80,4,13.95
4316,1431,40,1,2.24
4317,1431,49,2,6.77
4318,1431,66,5,23.41
4319,1431,23,3,1.98
4320,1431,22,3,8.87
4321,1432,14,4,5.26
4322,1432,6,2,14.36
4323,1432,75,5,2.09
4324,1433,55,3,1.32
4325,1434,60,3,8.72
4326,1435,8,2,5.34
4327,1435,44,3,11.40
4328,1435,58,4,8.12
4329,1435,4,1,8.64
4330,1436,27,5,37.47
4331,1436,49,4,4.93
4332,1436,4,1,9.68
4333,1436,52,2,4.40
4334,1436,73,1,24.29
4335,1437,32,3,0.03
4336,1437,60,5,3.37
4337,1437,4,3,5.47
4338,1437,47,3,9.01
4339,1437,53,1,3.99
4340,1438,4,5,3.65
4341,1438,48,2,14.94
4342,1438,28,1,7.47
4343,1438,30,2,3.15
4344,1438,9,1,10.26
4345,1439,61,1,8.19
4346,1439,62,2,2.90
4347,1439,8,4,10.81
4348,1439,12,4,12.03
4349,1439,19,3,28.74
4350,1440,76,2,1.98
4351,1440,17,3,7.16
4352,1440,5,5,13.01
4353,1441,74,2,8.64
4354,1441,73,5,14.85
4355,1441,16,5,22.52
4356,1441,37,3,0.28
4357,1441,6,1,6.38
4358,1442,54,5,9.07
4359,1442,53,5,12.62
4360,1442,7,1,14.83
4361,1442,10,1,5.10
4362,1443,71,4,14.50
4363,1443,40,2,11.52
4364,1443,51,2,3.28
4365,1444,37,4,12.92
4366,1444,32,2,2.95
4367,1444,58,5,4.67
4368,1444,22,5,2.91
4369,1445,41,2,13.94
4370,1445,62,3,2.44
4371,1446,48,2,7.93
4372,1446,74,5,21.40
4373,1446,32,2,12.82
4374,1447,31,1,12.38
4375,1447,11,5,4.90
4376,1447,44,1,8.02
4377,1447,41,1,1.40
4378,1447,1,4,5.97
4379,1448,5,3,4.84
4380,1448,46,2,14.05
4381,1449,15,3,9.11
4382,1450,6,4,0.56
4383,1451,70,3,0.77
4384,1451,40,4,12.34
4385,1451,33,3,8.68
4386,1451,63,2,6.40
4387,1451,14,1,1.41
4388,1452,41,5,22.64
4389,1452,12,2,1.42
4390,1452,33,1,34.20
4391,1453,77,4,12.51
4392,1453,51,3,13.18
4393,1454,80,1,5.62
4394,1454,26,3,2.18
4395,1454,44,2,10.93
4396,1454,9,4,10.33
4397,1455,32,3,5.82
4398,1455,64,2,6.38
4399,1455,69,5,13.75
4400,1456,13,4,4.41
4401,1456,24,1,5.70
4402,1456,1,5,0.26
4403,1456,55,1,5.72
4404,1457,41,3,13.73
4405,1457,19,1,11.43
4406,1458,75,3,12.51
4407,1458,65,2,5.87
4408,1459,1,2,35.54
4409,1459,21,3,8.79
4410,1459,74,1,12.03
4411,1459,5,2,2.66
4412,1460,69,2,11.13
4413,1460,34,2,7.46
4414,1460,62,1,11.86
4415,1460,57,5,18.72
4416,1460,67,5,17.80
4417,1461,7,1,5.71
4418,1461,28,4,4.88
4419,1461,41,3,10.65
4420,1461,34,1,12.09
4421,1462,54,3,7.94
4422,1462,10,3,2.50
4423,1462,78,1,18.27
4424,1462,2,1,3.78
4425,1462,20,4,4.29
4426,1463,76,4,39.27
4427,1463,67,2,4.92
4428,1463,14,2,7.69
4429,1463,80,2,17.82
4430,1464,47,3,10.49
4431,1464,18,4,0.46
4432,1464,78,4,26.29
4433,1464,1,3,10.62
4434,1465,56,1,3.18
4435,1465,8,5,7.03
4436,1465,47,5,7.37
4437,1465,63,2,14.72
4438,1466,21,2,39.14
4439,1467,78,1,23.79
4440,1468,54,2,0.99
4441,1468,46,1,9.75
4442,1468,51,3,9.09
4443,1468,15,2,2.54
4444,1469,19,5,29.42
4445,1470,31,4,9.32
4446,1470,42,1,14.72
4447,1471,64,2,32.17
4448,1471,1,4,8.70
4449,1472,73,2,5.88
4450,1473,2,4,5.99
4451,1474,43,4,12.34
4452,1474,54,4,16.95
4453,1474,46,2,11.58
4454,1475,74,3,11.26
4455,1475,6,4,7.55
4456,1476,31,1,5.55
4457,1476,69,4,14.44
4458,1476,39,3,8.17
4459,1476,61,3,8.23
4460,1477,33,1,13.68
4461,1477,74,4,9.30
4462,1477,22,1,16.43
4463,1477,32,3,2.03
4464,1478,7,1,0.93
4465,1478,76,3,8.52
4466,1478,74,2,1.74
4467,1478,57,3,37.69
4468,1479,2,3,24.22
4469,1479,8,1,14.20
4470,1479,7,3,13.56
4471,1479,16,2,11.63
4472,1480,18,2,7.87
4473,1480,38,1,2.79
4474,1480,63,3,7.83
4475,1480,26,3,3.12
4476,1480,37,4,25.28
4477,1481,4,4,8.47
4478,1481,76,1,31.19
4479,1481,68,4,5.23
4480,1481,74,1,12.17
4481,1482,47,3,1.74
4482,1483,4,4,10.14
4483,1483,68,2,9.00
4484,1483,41,1,4.56
4485,1483,43,3,14.62
4486,1484,51,1,22.14
4487,1484,48,4,0.28
4488,1484,61,2,10.72
4489,1484,45,5,7.31
4490,1484,47,2,6.59
4491,1485,17,3,6.53
4492,1485,33,3,10.39
4493,1485,23,1,12.05
4494,1485,78,1,39.79
4495,1486,48,5,31.26
4496,1487,8,3,0.66
4497,1487,79,3,14.91
4498,1488,10,3,5.99
4499,1489,27,3,8.13
4500,1489,10,1,5.52
4501,1489,77,4,0.71
4502,1490,44,1,0.91
4503,1490,20,2,2.05
4504,1490,38,4,14.14
4505,1490,3,1,5.84
4506,1490,62,1,2.38
4507,1491,43,4,39.57
4508,1491,78,1,13.55
4509,1491,75,5,4.99
4510,1491,61,5,8.28
4511,1492,79,4,6.06
4512,1492,31,1,2.22
4513,1493,36,1,14.85
4514,1493,75,2,13.53
4515,1493,20,1,13.24
4516,1493,52,1,2.55
4517,1494,14,3,7.47
4518,1495,17,1,2.49
4519,1495,60,4,5.20
4520,1495,15,4,6.11
4521,1495,33,4,7.87
4522,1496,3,1,5.35
4523,1497,68,1,8.17
4524,1497,50,2,14.32
4525,1497,1,4,6.33
4526,1497,16,3,6.74
4527,1498,33,4,1.45
4528,1498,80,5,0.01
4529,1499,64,2,17.27
4530,1500,15,5,6.44
4531,1500,45,1,5.19
4532,1500,10,1,4.07
4533,1500,16,3,15.51
4534,1501,19,2,11.20
4535,1501,65,2,0.83
4536,1501,2,3,4.39
4537,1501,55,2,6.95
4538,1502,21,4,39.50
4539,1502,13,5,12.96
4540,1502,44,5,13.23
4541,1503,48,2,5.50
4542,1503,34,3,13.23
4543,1503,65,1,11.01
4544,1504,43,5,13.39
4545,1504,29,2,1.16
4546,1504,35,4,2.47
4547,1504,28,2,3.26
4548,1504,22,4,4.64
4549,1505,27,4,4.86
4550,1505,79,4,13.62
4551,1505,51,3,8.99
4552,1506,29,2,6.48
4553,1507,15,1,5.74
4554,1507,48,3,8.98
4555,1507,1,2,2.56
4556,1507,16,1,10.07
4557,1508,79,1,9.42
4558,1508,58,2,32.86
4559,1509,48,3,21.42
4560,1509,11,5,4.94
4561,1509,58,4,35.56
4562,1509,12,1,11.58
4563,1510,3,3,8.63
4564,1510,40,5,11.03
4565,1511,47,4,3.68
4566,1511,77,2,4.59
4567,1511,16,3,12.04
4568,1512,40,3,0.74
4569,1512,75,2,10.39
4570,1512,33,2,29.59
4571,1512,78,1,1.06
4572,1512,10,2,5.28
4573,1513,6,4,37.12
4574,1513,72,2,20.30
4575,1513,1,4,6.47
4576,1513,2,2,3.58
4577,1513,79,3,5.47
4578,1514,47,4,29.60
4579,1514,45,5,0.52
4580,1514,24,2,13.03
4581,1514,67,5,3.36
4582,1515,15,3,4.67
4583,1515,2,2,5.28
4584,1515,47,1,4.01
4585,1515,10,2,3.32
4586,1516,70,4,31.77
4587,1517,48,2,11.83
4588,1517,9,3,6.01
4589,1517,58,4,7.31
4590,1517,25,5,11.69
4591,1518,78,2,7.75
4592,1519,35,5,5.13
4593,1519,24,4,14.87
4594,1519,53,3,12.15
4595,1519,55,3,13.84
4596,1520,5,1,8.11
4597,1520,30,2,5.76
4598,1520,47,2,11.95
4599,1521,68,1,4.67
4600,1522,74,5,6.42
4601,1522,22,5,14.97
4602,1522,75,3,11.59
4603,1522,10,2,3.04
4604,1522,68,2,10.02
4605,1523,76,1,3.18
4606,1523,79,2,13.05
4607,1523,57,2,11.87
4608,1523,33,5,7.83
4609,1523,75,2,6.16
4610,1524,10,4,12.15
4611,1525,8,4,4.63
4612,1525,20,1,11.63
4613,1526,51,1,0.33
4614,1526,38,1,25.78
4615,1526,79,2,13.31
4616,1526,5,1,3.57
4617,1526,39,4,28.71
4618,1527,15,2,2.04
4619,1527,18,5,5.38
4620,1527,66,4,11.33
4621,1527,50,2,14.27
4622,1527,24,4,8.34
4623,1528,70,5,0.63
4624,1528,45,3,14.53
4625,1528,41,4,4.41
4626,1528,17,1,8.67
4627,1528,56,1,7.56
4628,1529,75,4,9.64
4629,1529,7,4,39.47
4630,1529,57,4,9.01
4631,1529,30,4,32.77
4632,1530,74,4,1.43
4633,1530,78,3,7.62
4634,1531,5,3,11.50
4635,1531,26,5,5.04
4636,1531,67,1,12.64
4637,1531,23,1,8.89
4638,1532,30,3,3.35
4639,1532,53,5,10.71
4640,1532,67,1,10.63
4641,1532,42,2,9.43
4642,1533,38,2,3.72
4643,1533,15,2,4.60
4644,1533,22,3,6.53
4645,1534,40,2,3.17
4646,1534,48,1,5.36
4647,1534,8,5,3.75
4648,1534,64,5,1.07
4649,1534,27,1,13.25
4650,1535,63,5,10.09
4651,1535,31,3,20.54
4652,1535,48,1,12.02
4653,1535,15,1,35.45
4654,1535,45,5,8.65
4655,1536,36,3,14.85
4656,1536,4,3,7.53
4657,1536,76,3,8.19
4658,1536,45,1,10.47
4659,1536,47,4,33.23
4660,1537,64,4,10.92
4661,1537,33,1,2.18
4662,1537,77,5,31.53
4663,1537,11,5,2.24
4664,1537,50,4,0.74
4665,1538,51,5,29.01
4666,1538,31,2,27.32
4667,1538,2,1,4.37
4668,1538,78,5,1.05
4669,1538,40,3,8.89
4670,1539,79,1,0.02
4671,1539,20,2,13.56
4672,1539,5,4,17.45
4673,1539,41,1,27.80
4674,1539,59,1,8.56
4675,1540,36,3,14.49
4676,1540,49,2,8.50
4677,1540,58,4,26.74
4678,1540,22,1,19.20
4679,1541,31,2,4.47
4680,1541,25,5,12.78
4681,1541,17,2,12.95
4682,1541,55,4,14.70
4683,1541,14,2,6.54
4684,1542,76,1,4.84
4685,1542,52,3,2.18
4686,1542,69,2,14.15
4687,1542,79,1,0.57
4688,1543,52,5,12.24
4689,1543,55,3,0.10
4690,1544,76,2,10.39
4691,1545,56,4,13.33
4692,1545,23,3,28.11
4693,1545,66,5,14.99
4694,1545,10,5,3.94
4695,1546,47,2,7.38
4696,1546,30,1,14.30
4697,1546,41,4,8.54
4698,1547,68,3,31.56
4699,1547,54,3,4.66
4700,1547,18,1,9.73
4701,1547,72,1,39.41
4702,1547,66,4,2.68
4703,1548,21,2,9.70
4704,1548,77,4,33.11
4705,1548,11,5,3.62
4706,1548,66,3,5.77
4707,1549,46,1,10.69
4708,1549,11,2,7.65
4709,1549,80,2,13.84
4710,1549,28,4,11.08
4711,1550,74,2,23.16
4712,1550,7,4,19.34
4713,1550,68,2,11.66
4714,1551,48,4,6.05
4715,1551,35,2,9.28
4716,1552,67,3,0.83
4717,1552,32,1,10.64
4718,1552,43,1,5.41
4719,1552,17,3,7.70
4720,1552,49,2,12.98
4721,1553,44,2,11.78
4722,1554,75,4,6.20
4723,1555,2,5,11.16
4724,1555,6,1,9.21
4725,1555,72,3,34.59
4726,1556,57,3,3.67
4727,1556,80,1,36.04
4728,1556,14,2,27.44
4729,1557,10,1,12.25
4730,1558,46,3,12.60
4731,1559,15,4,26.69
4732,1559,57,5,9.48
4733,1559,78,4,10.44
4734,1559,5,5,23.98
4735,1559,63,1,1.32
4736,1560,28,3,0.10
4737,1560,2,3,5.68
4738,1560,43,2,12.22
4739,1560,72,2,11.20
4740,1561,45,5,31.80
4741,1561,38,3,1.42
4742,1561,25,4,5.09
4743,1561,16,2,5.97
4744,1562,26,5,7.19
4745,1562,45,5,5.43
4746,1562,76,3,10.06
4747,1562,69,3,6.38
4748,1563,77,5,8.40
4749,1563,11,3,13.11
4750,1563,42,3,12.66
4751,1564,1,4,7.71
4752,1564,19,1,22.61
4753,1564,73,5,3.32
4754,1565,13,5,35.45
4755,1565,2,1,22.65
4756,1565,60,1,14.62
4757,1565,64,5,12.78
4758,1566,69,1,11.07
4759,1566,2,1,13.78
4760,1567,31,2,21.33
4761,1567,51,3,12.30
4762,1567,60,5,20.66
4763,1568,18,5,6.33
4764,1568,7,1,11.60
4765,1568,52,5,2.32
4766,1568,53,2,2.19
4767,1569,18,1,7.86
4768,1570,29,5,2.98
4769,1570,50,5,8.33
4770,1571,14,1,11.00
4771,1571,23,3,39.25
4772,1571,71,5,6.54
4773,1572,34,1,4.79
4774,1572,13,4,19.56
4775,1573,75,1,3.86
4776,1573,24,5,0.94
4777,1573,76,2,7.58
4778,1574,33,4,0.48
4779,1574,3,5,20.36
4780,1574,74,5,8.70
4781,1575,34,3,8.20
4782,1575,36,3,6.71
4783,1576,47,5,9.74
4784,1577,33,1,0.85
4785,1577,78,2,10.67
4786,1577,69,4,21.87
4787,1577,3,5,7.64
4788,1577,1,4,3.07
4789,1578,64,3,4.81
4790,1579,10,5,33.92
4791,1579,54,1,7.79
4792,1580,41,4,12.35
4793,1580,75,4,12.43
4794,1580,42,5,14.15
4795,1580,5,5,7.86
4796,1580,25,1,10.50
4797,1581,43,2,14.72
4798,1581,63,5,37.38
4799,1581,77,3,18.54
4800,1582,31,2,39.20
4801,1582,7,2,8.07
4802,1583,15,1,3.61
4803,1583,43,3,6.97
4804,1583,9,2,32.01
4805,1584,49,5,4.53
4806,1584,24,4,13.61
4807,1584,63,5,29.72
4808,1585,56,4,7.97
4809,1585,21,1,35.26
4810,1586,65,4,5.72
4811,1587,39,3,1.65
4812,1587,44,1,18.00
4813,1588,59,1,6.47
4814,1588,62,5,9.11
4815,1589,30,2,7.46
4816,1589,64,2,10.09
4817,1589,9,3,7.21
4818,1589,80,3,13.08
4819,1590,14,1,4.65
4820,1591,70,4,32.83
4821,1592,4,1,6.40
4822,1592,78,1,4.69
4823,1592,1,2,4.70
4824,1593,3,5,25.00
4825,1593,19,5,12.91
4826,1593,39,5,0.38
4827,1593,1,5,38.26
4828,1593,33,4,7.34
4829,1594,10,2,6.92
4830,1594,42,1,13.80
4831,1594,67,3,12.25
4832,1594,79,4,0.21
4833,1594,33,4,4.75
4834,1595,60,4,14.01
4835,1595,37,5,3.50
4836,1595,44,1,1.06
4837,1596,13,1,3.72
4838,1596,64,3,14.59
4839,1596,43,4,11.48
4840,1596,18,2,4.37
4841,1596,24,1,7.20
4842,1597,67,1,5.56
4843,1597,16,4,1.71
4844,1598,47,5,27.96
4845,1598,14,3,1.10
4846,1598,3,5,15.07
4847,1599,23,2,2.11
4848,1599,4,3,3.99
4849,1599,35,2,3.96
4850,1600,51,5,24.04
4851,1601,29,2,4.02
4852,1601,53,1,13.63
4853,1601,73,5,31.55
4854,1601,59,2,10.74
4855,1601,72,1,11.90
4856,1602,57,3,13.13
4857,1602,47,1,5.52
4858,1602,26,1,27.11
4859,1603,24,4,0.23
4860,1603,47,3,10.24
4861,1603,70,2,5.49
4862,1603,55,1,11.59
4863,1604,25,5,7.28
4864,1604,63,5,7.17
4865,1604,22,2,2.31
4866,1604,23,3,12.42
4867,1604,13,2,14.82
4868,1605,22,1,1.02
4869,1605,32,5,2.89
4870,1605,31,1,0.63
4871,1606,36,2,4.72
4872,1606,33,1,9.11
4873,1607,8,5,13.53
4874,1607,46,5,9.86
4875,1607,38,1,11.07
4876,1607,10,4,12.85
4877,1608,2,4,0.72
4878,1608,11,1,11.06
4879,1608,45,5,0.18
4880,1609,3,2,2.55
4881,1609,41,1,30.27
4882,1609,38,2,30.70
4883,1610,8,1,28.86
4884,1610,14,5,9.65
4885,1611,68,4,14.16
4886,1611,12,1,10.42
4887,1611,5,4,8.59
4888,1612,56,5,9.39
4889,1612,70,2,34.69
4890,1612,19,4,9.38
4891,1612,25,1,11.48
4892,1612,55,5,6.57
4893,1613,74,3,14.02
4894,1613,35,4,11.54
4895,1613,45,4,13.05
4896,1614,64,4,1.84
4897,1615,20,5,11.08
4898,1615,76,1,35.08
4899,1616,25,5,30.70
4900,1616,43,5,14.05
4901,1616,10,5,14.37
4902,1616,73,4,11.09
4903,1616,50,5,4.08
4904,1617,65,4,5.58
4905,1617,25,3,11.81
4906,1617,27,2,3.26
4907,1618,18,4,11.77
4908,1619,37,2,4.26
4909,1619,61,4,0.19
4910,1619,68,1,12.53
4911,1619,2,5,3.56
4912,1620,47,2,38.48
4913,1620,20,5,4.53
4914,1620,2,4,11.05
4915,1621,77,2,2.09
4916,1622,80,2,1.68
4917,1622,19,2,7.54
4918,1622,49,1,0.59
4919,1622,31,4,10.03
4920,1623,70,4,2.86
4921,1623,74,5,3.58
4922,1623,55,4,13.03
4923,1624,39,1,4.46
4924,1624,5,2,14.55
4925,1624,65,3,10.01
4926,1624,60,1,2.87
4927,1625,21,1,13.42
4928,1625,8,4,1.98
4929,1625,48,3,18.14
4930,1625,13,1,4.55
4931,1626,80,1,3.53
4932,1627,14,4,11.72
4933,1627,19,5,2.94
4934,1627,5,1,3.44
4935,1627,40,2,38.00
4936,1627,42,1,11.79
4937,1628,60,3,6.65
4938,1628,19,4,9.04
4939,1628,31,2,6.07
4940,1628,16,5,28.72
4941,1628,74,2,13.82
4942,1629,70,3,3.61
4943,1629,36,1,12.91
4944,1629,33,3,4.43
4945,1629,3,3,4.77
4946,1630,23,2,14.13
4947,1630,14,1,33.58
4948,1630,25,1,14.23
4949,1630,53,5,19.94
4950,1631,75,2,7.43
4951,1632,21,1,9.57
4952,1632,5,1,10.14
4953,1632,8,4,11.06
4954,1632,14,1,9.45
4955,1633,11,4,13.68
4956,1633,5,3,11.42
4957,1634,57,1,6.74
4958,1634,44,5,4.23
4959,1634,71,4,13.06
4960,1634,65,5,3.90
4961,1634,49,1,11.49
4962,1635,20,5,4.86
4963,1635,13,4,38.85
4964,1635,54,5,32.38
4965,1635,41,4,4.80
4966,1635,33,4,20.69
4967,1636,80,1,7.08
4968,1636,35,1,7.53
4969,1637,54,3,16.50
4970,1637,57,2,16.50
4971,1637,15,5,31.20
4972,1638,18,2,2.49
4973,1639,80,2,6.05
4974,1639,6,2,24.46
4975,1640,21,2,26.37
4976,1640,10,2,10.73
4977,1640,31,5,8.70
4978,1640,28,1,39.19
4979,1641,47,5,14.57
4980,1641,42,4,20.42
4981,1641,49,5,20.51
4982,1641,27,4,19.50
4983,1642,46,2,13.08
4984,1642,28,5,14.72
4985,1642,75,4,6.40
4986,1642,22,4,3.08
4987,1643,5,3,11.10
4988,1643,10,3,12.14
4989,1643,73,3,4.25
4990,1644,10,1,10.52
4991,1645,34,3,33.42
4992,1646,45,2,0.39
4993,1646,14,2,7.01
4994,1646,36,3,24.18
4995,1646,53,3,7.43
4996,1647,22,3,7.29
4997,1647,41,4,14.67
4998,1648,13,5,7.82
4999,1648,32,3,28.94
5000,1648,37,3,8.80
5001,1648,2,3,3.70
5002,1649,34,5,2.72
5003,1649,71,1,9.69
5004,1649,19,3,9.90
5005,1649,72,5,11.43
5006,1650,74,3,3.42
5007,1650,18,1,2.49
5008,1650,2,4,7.60
5009,1650,66,4,39.67
5010,1650,20,1,14.81
5011,1651,38,2,18.06
5012,1651,57,4,3.55
5013,1651,78,3,11.76
5014,1652,32,1,14.88
5015,1652,3,2,12.21
5016,1652,41,4,6.62
5017,1652,70,1,12.15
5018,1653,19,2,8.67
5019,1653,70,5,2.95
5020,1654,54,4,13.28
5021,1654,16,4,5.99
5022,1654,61,5,21.74
5023,1654,41,2,2.30
5024,1655,56,4,10.00
5025,1655,71,1,13.90
5026,1655,32,1,0.30
5027,1656,58,4,4.84
5028,1656,48,3,8.88
5029,1657,78,5,7.53
5030,1657,63,3,29.55
5031,1657,65,2,3.68
5032,1658,43,5,4.06
5033,1658,61,5,9.68
5034,1659,50,1,10.25
5035,1659,25,3,27.07
5036,1659,62,4,10.44
5037,1659,16,5,34.82
5038,1660,13,3,25.90
5039,1660,4,5,1.74
5040,1660,58,3,0.22
5041,1661,79,1,11.76
5042,1662,67,1,9.61
5043,1662,49,2,7.90
5044,1662,22,1,35.40
5045,1663,11,1,11.21
5046,1663,57,3,20.14
5047,1663,53,2,14.72
5048,1664,69,4,13.09
5049,1665,44,5,0.91
5050,1666,56,4,27.57
5051,1666,46,1,5.70
5052,1666,16,4,12.58
5053,1667,77,2,11.06
5054,1667,12,1,9.73
5055,1667,6,1,28.57
5056,1668,64,5,10.33
5057,1668,46,3,35.31
5058,1669,63,3,9.36
5059,1669,62,5,9.87
5060,1669,16,3,8.05
5061,1669,19,5,14.33
5062,1669,8,5,14.25
5063,1670,66,1,11.02
5064,1670,16,4,7.71
5065,1671,11,3,23.79
5066,1671,72,2,9.21
5067,1672,24,2,4.19
5068,1673,27,1,37.13
5069,1673,44,5,6.63
5070,1674,77,1,9.95
5071,1675,7,5,17.67
5072,1675,11,4,3.10
5073,1675,72,5,1.84
5074,1676,59,1,18.37
5075,1676,69,3,7.78
5076,1676,74,2,36.28
5077,1677,60,4,34.18
5078,1678,67,4,7.82
5079,1678,71,5,11.64
5080,1678,75,5,5.97
5081,1679,25,5,0.66
5082,1679,78,4,11.03
5083,1679,22,4,2.87
5084,1679,76,4,5.37
5085,1680,9,2,18.60
5086,1681,48,3,2.15
5087,1681,34,4,0.84
5088,1681,44,4,3.27
5089,1681,4,1,9.16
5090,1681,42,2,8.89
5091,1682,14,3,7.65
5092,1682,68,5,4.65
5093,1682,28,5,9.69
5094,1682,53,1,0.69
5095,1682,57,5,5.78
5096,1683,80,5,14.77
5097,1683,19,5,14.48
5098,1683,44,2,29.06
5099,1683,16,4,0.29
5100,1683,40,2,32.43
5101,1684,15,5,11.56
5102,1685,8,1,5.37
5103,1686,6,5,26.10
5104,1686,74,2,7.79
5105,1686,55,4,4.79
5106,1686,43,1,30.75
